,Brand,Model,Processor,Ram,OS,Storage,OrginalPrice,Discount,Price,Rating
306,['DELL'],DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light L...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹51,975",17% off,"₹42,790",4.2
307,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
308,['HP'],HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹75,023",14% off,"₹63,990",
309,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹97,946",17% off,"₹81,199",4.6
310,['ASUS'],ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Chromebook,['Intel Celeron Dual Core Processor'],['4 GB LPDDR4 RAM'],,,"₹29,990",16% off,"₹24,999",4.2
311,['MSI'],MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,17,990",19% off,"₹94,990",4.6
312,['DELL'],DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 3511 Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],,['256 GB SSD'],"₹57,095",18% off,"₹46,490",
313,['Lenovo'],Lenovo ThinkBook 13s Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Ligh...,['Intel Core i7 Processor'],['16 GB LPDDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,48,158",41% off,"₹85,990",
314,['ASUS'],ASUS VivoBook 15 (2021) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],"['1 TB HDD', '256 GB SSD']","₹72,990",16% off,"₹60,990",
315,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
316,['ASUS'],ASUS TUF Gaming F15 (2021) Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeF...,['Intel Core i9 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,87,990",19% off,"₹1,50,790",
317,['Lenovo'],Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b Thin and L...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,04,033",3% off,"₹99,990",4.4
318,['ASUS'],ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB G...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,16,990",33% off,"₹77,990",
319,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
320,['MSI'],MSI GF63 Thin Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 ...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹72,990",27% off,"₹52,990",4.1
321,['Lenovo'],Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹60,990",4% off,"₹57,990",4.4
322,['Lenovo'],Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,07,690",27% off,"₹77,990",
323,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
324,['acer'],acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,49,990",13% off,"₹1,29,990",4.5
325,['Lenovo'],Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15ITL05 Thin and ...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹97,890",27% off,"₹70,990",4.5
326,['DELL'],DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,['AMD Ryzen 3 Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹56,771",22% off,"₹43,890",
327,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
328,['Lenovo'],Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,09,696",17% off,"₹89,990",4.2
329,['ASUS'],ASUS ASUS TUF Gaming Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,36,990",22% off,"₹1,05,990",4.6
330,['ASUS'],ASUS VivoBook Ultra K14 (2021) Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB5...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹73,990",22% off,"₹56,990",4.4
331,['ASUS'],ASUS Vivobook Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X415EA-EK302TS Thin and Light Lapto...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹46,990",21% off,"₹36,990",4.5
332,['acer'],acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,66,000",29% off,"₹1,16,990",4.5
333,['ASUS'],ASUS VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK267T||X413JA-EB30...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹49,990",22% off,"₹38,990",4.4
334,['ASUS'],ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX482EA-KA...,['Intel Core i5 Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,22,990",15% off,"₹1,03,890",4.9
335,['Lenovo'],Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],,['256 GB SSD'],"₹50,990",17% off,"₹41,990",
336,['ASUS'],ASUS TUF Dash F15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,42,990",32% off,"₹96,990",
337,['ASUS'],ASUS Vivobook 17 Ryzen 5 Hexa Core 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) M712UA-AU521TS Thin an...,['AMD Ryzen 5 Hexa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹78,990",17% off,"₹64,990",
338,['ASUS'],ASUS Strix G15 Ryzen 7 Octa Core AMD Ryzen™ 7 4800H 4th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Gr...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹93,990",15% off,"₹79,790",4.7
339,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
340,['HP'],HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh1108AU Thin and Light La...,['AMD Ryzen 5 Hexa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],,,"₹73,849",5
341,['Lenovo'],Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹56,690",25% off,"₹42,490",4.2
342,['Lenovo'],Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14 ALC 05 Thin and L...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹85,290",29% off,"₹59,990",4.4
343,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
344,['ALIENWARE'],ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 wit...,,['32 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹3,77,798",8% off,"₹3,45,390",4.6
345,['acer'],acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹1,19,900",27% off,"₹86,990",4.4
346,['Lenovo'],Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹91,790",28% off,"₹65,999",
347,['MSI'],MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,39,990",14% off,"₹1,19,990",4.6
348,['ASUS'],"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) K513EA- BQ302TS K513EA, Laptop",['Intel Core i3 Processor'],['4 GB DDR4 RAM'],,['256 GB SSD'],"₹52,990",15% off,"₹44,790",5
349,['ASUS'],ASUS ZenBook 14 (2021) Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) UM425UA-AM702TS Th...,['AMD Ryzen 7 Octa Core Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹98,990",4% off,"₹94,990",5
350,['ASUS'],ASUS Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-EJ512TS Thin a...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,"['1 TB HDD', '256 GB SSD']","₹69,990",14% off,"₹59,990",5
351,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
352,['HP'],HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['1 TB SSD'],"₹1,09,566",19% off,"₹88,190",
353,['Lenovo'],Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and Light ...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹95,999",29% off,"₹67,999",
354,['DELL'],DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,['Intel Core i7 Processor'],['16 GB DDR3 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,39,104",12% off,"₹1,21,890",1.7
355,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
356,['ASUS'],ASUS Vivobook 15 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BR391TS Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹51,990",25% off,"₹38,990",3.6
357,['ASUS'],ASUS F17 Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 H...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,16,990",29% off,"₹81,990",
358,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 7400 Thin an...,['Intel Core i5 Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,04,000",24% off,"₹78,990",4.2
359,['MSI'],MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,17,990",19% off,"₹94,990",4.6
360,['DELL'],DELL G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15-...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,21,188",21% off,"₹95,490",4.3
361,['ASUS'],ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB513TS Thin and Li...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹73,990",23% off,"₹56,590",4.5
362,['Lenovo'],Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15IML05 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹89,999",36% off,"₹57,499",
363,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
364,['ASUS'],ASUS ExpertBook P2 Core i7 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],,,"₹93,990",
365,['ASUS'],ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX RTX3050- 4GB) ...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['1 TB SSD'],"₹1,13,990",28% off,"₹81,990",
366,['DELL'],DELL G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹2,27,250",20% off,"₹1,79,990",4.5
367,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
368,['ASUS'],ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB533WS Thi...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹80,990",19% off,"₹64,990",
369,['ASUS'],ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹80,990",19% off,"₹64,990",
370,['ASUS'],ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Laptop,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹62,990",15% off,"₹52,950",4.5
371,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
372,['ASUS'],ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) KM5...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],"['1 TB HDD', '256 GB SSD']","₹78,990",18% off,"₹63,990",
373,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹79,900",6% off,"₹74,990",4.5
374,['ASUS'],ASUS Vivobook Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB502TS Thin and Light Lapto...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹64,990",21% off,"₹50,990",
375,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
376,['HP'],HP Envy x360 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 13-AY0045AU 2 in 1 Laptop,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹88,840",20% off,"₹70,990",4.5
377,['Lenovo'],Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,['Intel Core i5 Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,13,290",38% off,"₹69,990",4
378,['ASUS'],ASUS Vivobook 15 K513 Core i7 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L703TS Lapt...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹98,990",17% off,"₹81,750",
379,['ASUS'],ASUS TUF Dash F15 Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,07,990",26% off,"₹79,890",
380,['ASUS'],ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop,['Intel Pentium Quad Core Processor'],['4 GB LPDDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],,,"₹33,990",
381,['HP'],HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10 Home) 15s-GR0011AU Thin and Light Laptop,['AMD Ryzen 3 Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹39,788",3% off,"₹38,490",4.2
382,['MSI'],MSI Modern 15 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 15 A5M-065IN Thin and...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹69,990",26% off,"₹51,490",4.4
383,['DELL'],DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Lig...,['Intel Core i5 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹70,146",,"₹69,990",4.3
384,['DELL'],DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Lig...,['Intel Core i5 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹70,146",,"₹69,990",4.3
385,['ASUS'],ASUS Zephyrus M16 (2021) Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],,['1 TB SSD'],"₹2,20,990",23% off,"₹1,69,990",
386,['MSI'],MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹67,990",14% off,"₹57,990",
387,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
388,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) Inspiron 3511 Thi...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹86,199",26% off,"₹63,590",4
389,['ASUS'],ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB501TS Thin a...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹73,990",24% off,"₹55,990",4.3
390,['Infinix'],Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹59,999",16% off,"₹49,990",4.1
391,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
392,['MSI'],MSI Modern 15 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 15 A5M-065IN Thin and...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹69,990",26% off,"₹51,490",4.4
393,['DELL'],DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) D560587WIN9S Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹85,050",18% off,"₹68,990",3.8
394,['DELL'],DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹70,286",23% off,"₹53,990",3.6
